Date,Price,Open,High,Low,index,Change %
7/18/2013,1285.1,1276.1,1288.7,1275.05,2710,0.71%
7/19/2013,1296.35,1285.2,1297.95,1282.55,2709,0.88%
7/22/2013,1335.9,1297.4,1339.77,1311.76,2708,3.05%
7/23/2013,1348.1,1335.25,1348.3,1327.15,2707,0.91%
7/24/2013,1321.3,1347.8,1348.3,1313.55,2706,-1.99%
7/25/2013,1333.65,1321.4,1338.02,1309.35,2705,0.93%
7/26/2013,1333.9,1333.96,1340.82,1312.82,2704,0.02%
7/29/2013,1327.6,1333.91,1338.71,1323.32,2703,-0.47%
7/30/2013,1327.3,1328,1330.38,1318.5,2702,-0.02%
7/31/2013,1323.1,1326.9,1338.87,1305.91,2701,-0.32%
8/1/2013,1308.95,1322.7,1330.77,1307.2,2700,-1.07%
8/2/2013,1312,1307.79,1318.4,1283.19,2699,0.23%
8/5/2013,1303.95,1313.1,1319.91,1297.86,2698,-0.61%
8/6/2013,1281.9,1303.85,1307.27,1279.85,2697,-1.69%
8/7/2013,1287.75,1281.95,1289.42,1273.25,2696,0.46%
8/8/2013,1312,1287.7,1314.56,1283.85,2695,1.88%
8/9/2013,1314.5,1312.09,1317,1305.56,2694,0.19%
8/12/2013,1336.4,1314.6,1343.67,1314.6,2693,1.67%
8/13/2013,1321.3,1336.9,1341.72,1319.27,2692,-1.13%
8/14/2013,1335.2,1321.4,1337.3,1316.55,2691,1.05%
8/15/2013,1366.05,1335.19,1369.9,1319.31,2690,2.31%
8/16/2013,1376.4,1367.3,1380.21,1357.95,2689,0.76%
8/19/2013,1365.98,1376.35,1384.6,1362.49,2688,-0.76%
8/20/2013,1371.17,1366.39,1376.2,1355.26,2687,0.38%
8/21/2013,1366.35,1371.8,1378.81,1360.1,2686,-0.35%
8/22/2013,1375.85,1366.5,1381.61,1355.8,2685,0.70%
8/23/2013,1396.85,1375.79,1400.21,1369.14,2684,1.53%
8/26/2013,1404.9,1398.88,1404.86,1391.44,2683,0.58%
8/27/2013,1416.65,1405.16,1424.02,1396.75,2682,0.84%
8/28/2013,1418.5,1417.1,1434.17,1413.9,2681,0.13%
8/29/2013,1408.25,1418.05,1418.52,1403.17,2680,-0.72%
8/30/2013,1396.4,1408.55,1411.62,1392.77,2679,-0.84%
9/2/2013,1394.9,1396.46,1398.31,1380.05,2678,-0.11%
9/3/2013,1412.65,1391.6,1416.61,1384.7,2677,1.27%
9/4/2013,1391.45,1412.1,1415.22,1384.85,2676,-1.50%
9/5/2013,1367.85,1392.1,1399.92,1365.77,2675,-1.70%
9/6/2013,1391.61,1365.72,1393.2,1363.28,2674,1.74%
9/9/2013,1387.05,1391.45,1391.45,1382.83,2673,-0.33%
9/10/2013,1364.45,1387.95,1391.52,1358.2,2672,-1.63%
9/11/2013,1366.75,1364.25,1368.51,1357.46,2671,0.17%
9/12/2013,1321.05,1367.4,1367.5,1321.05,2670,-3.34%
9/13/2013,1326.72,1321.36,1331.03,1305.03,2669,0.43%
9/16/2013,1314,1329.6,1332.92,1304.46,2668,-0.96%
9/17/2013,1309.65,1313.6,1323.92,1306.5,2667,-0.33%
9/18/2013,1365.15,1309.7,1367.77,1291.95,2666,4.24%
9/19/2013,1365,1365.55,1375.15,1358.8,2665,-0.01%
9/20/2013,1325.38,1366.18,1368.4,1324.86,2664,-2.90%
9/23/2013,1322.15,1326.2,1332.11,1314.26,2663,-0.24%
9/24/2013,1323.2,1321.35,1329.57,1306.51,2662,0.08%
9/25/2013,1333.6,1322.8,1338.51,1317.11,2661,0.79%
9/26/2013,1323.7,1333.5,1339.21,1319.15,2660,-0.74%
9/27/2013,1336.2,1323.64,1344.3,1320.43,2659,0.94%
9/30/2013,1327.55,1335.9,1344.22,1323.56,2658,-0.65%
10/1/2013,1286.6,1327.75,1337.77,1283.2,2657,-3.08%
10/2/2013,1315.25,1286.75,1323.82,1278.85,2656,2.23%
10/3/2013,1317.3,1316.75,1321.31,1302.42,2655,0.16%
10/4/2013,1311.35,1317.15,1323.86,1306.56,2654,-0.45%
10/7/2013,1321.79,1311.04,1328.44,1308.81,2653,0.80%
10/8/2013,1318.8,1321.49,1330.1,1316.3,2652,-0.23%
10/9/2013,1307.2,1319.06,1321.95,1294.65,2651,-0.88%
10/10/2013,1286.24,1307.22,1311.78,1283.03,2650,-1.60%
10/11/2013,1273.11,1286.93,1294.45,1262.63,2649,-1.02%
10/14/2013,1273.4,1272.8,1289.47,1268.8,2648,0.02%
10/15/2013,1280.8,1273.15,1288.51,1252.27,2647,0.58%
10/16/2013,1281.6,1280.6,1287.51,1269.57,2646,0.06%
10/17/2013,1319.7,1282.3,1324.67,1274.8,2645,2.97%
10/18/2013,1316.24,1319.18,1325.7,1311.95,2644,-0.26%
10/21/2013,1315.75,1316.66,1324.42,1313.56,2643,-0.04%
10/22/2013,1340.65,1315.5,1345.07,1310.45,2642,1.89%
10/23/2013,1332.35,1340.75,1342.57,1329.8,2641,-0.62%
10/24/2013,1347.15,1332.35,1352.22,1330.6,2640,1.11%
10/25/2013,1352.13,1346.73,1355.6,1336.54,2639,0.37%
10/28/2013,1352.2,1353.16,1362.21,1346.5,2638,0.01%
10/29/2013,1344.3,1352.1,1360.67,1340.87,2637,-0.58%
10/30/2013,1342.8,1344.05,1359.77,1334.81,2636,-0.11%
10/31/2013,1323.8,1343.3,1343.4,1319.4,2635,-1.41%
11/1/2013,1315.35,1323.7,1327.86,1306.3,2634,-0.64%
11/4/2013,1314.74,1315.12,1322.24,1311.74,2633,-0.05%
11/5/2013,1311.6,1314.85,1319.77,1306.75,2632,-0.24%
11/6/2013,1318.4,1311.97,1322.31,1309.45,2631,0.52%
11/7/2013,1307.95,1318.16,1325.71,1298.71,2630,-0.79%
11/8/2013,1288.2,1307.84,1313.06,1281.4,2629,-1.51%
11/11/2013,1283.28,1288.76,1288.91,1279.39,2628,-0.38%
11/12/2013,1267.99,1283.07,1285.3,1261.28,2627,-1.19%
11/13/2013,1278.99,1267.58,1279.24,1265.89,2626,0.87%
11/14/2013,1287.39,1278.67,1294.38,1278.53,2625,0.66%
11/15/2013,1290.05,1287.04,1291.14,1280.42,2624,0.21%
11/18/2013,1274.35,1290.45,1290.61,1270.35,2623,-1.22%
11/19/2013,1275.25,1274.71,1279.02,1269.3,2622,0.07%
11/20/2013,1243.2,1275.62,1276.67,1241.3,2621,-2.51%
11/21/2013,1242.75,1243.19,1250.01,1236.69,2620,-0.04%
11/22/2013,1243.6,1243.01,1249.32,1241.55,2619,0.07%
11/25/2013,1252.6,1242.08,1253.54,1227.72,2618,0.72%
11/26/2013,1243.3,1252.6,1256.89,1239.89,2617,-0.74%
11/27/2013,1237.4,1243.42,1254.81,1236.65,2616,-0.47%
11/28/2013,1244.15,1237.76,1245.82,1235.32,2615,0.55%
11/29/2013,1253.49,1246.24,1256.11,1242.26,2614,0.75%
12/2/2013,1220.05,1251.42,1251.42,1217.78,2613,-2.67%
12/3/2013,1223.89,1220.04,1226.38,1215.98,2612,0.31%
12/4/2013,1243.66,1223.89,1250.75,1211.89,2611,1.62%
12/5/2013,1224.88,1243.77,1244,1217.3,2610,-1.51%
12/6/2013,1228.85,1225.22,1243.61,1212.41,2609,0.32%
12/9/2013,1240.94,1229.58,1243.19,1225.38,2608,0.98%
12/10/2013,1260.72,1240.82,1267.74,1237.97,2607,1.59%
12/11/2013,1251.75,1260.91,1263.4,1250.5,2606,-0.71%
12/12/2013,1223.8,1251.3,1257.4,1223.5,2605,-2.23%
12/13/2013,1238.3,1223.8,1239,1220.6,2604,1.18%
12/16/2013,1240.57,1238.08,1251.89,1227.59,2603,0.18%
12/17/2013,1230.1,1240.3,1248.6,1227.8,2602,-0.84%
12/18/2013,1218.07,1231.54,1244.7,1216.15,2601,-0.98%
12/19/2013,1190.1,1217.96,1226.76,1186.8,2600,-2.30%
12/20/2013,1203.25,1190.51,1207.6,1185.71,2599,1.10%
12/23/2013,1198.84,1203.52,1206.38,1192.77,2598,-0.37%
12/24/2013,1204.35,1199.44,1206.36,1197.01,2597,0.46%
12/25/2013,1204.7,1204.69,1205.1,1203.29,2596,0.03%
12/26/2013,1210.7,1204.99,1216.1,1201.24,2595,0.50%
12/27/2013,1213.19,1210.59,1219.04,1209.03,2594,0.21%
12/30/2013,1196.4,1212.15,1216.26,1195.39,2593,-1.38%
12/31/2013,1205.55,1196.62,1214.21,1185.11,2592,0.76%
1/1/2014,1205.9,1210.41,1210.61,1199.4,2591,0.03%
1/2/2014,1224.89,1204.88,1231.04,1203.72,2590,1.57%
1/3/2014,1236.55,1224.94,1240.38,1222.14,2589,0.95%
1/6/2014,1238.05,1236.93,1248.76,1233.1,2588,0.12%
1/7/2014,1232.1,1238.17,1245.86,1225.2,2587,-0.48%
1/8/2014,1226.1,1231.97,1232.84,1218.83,2586,-0.49%
1/9/2014,1228,1226.17,1231.91,1224.02,2585,0.15%
1/10/2014,1247.1,1228.01,1248.81,1226.94,2584,1.56%
1/13/2014,1253.44,1248.28,1255.18,1243.72,2583,0.51%
1/14/2014,1245.1,1253.12,1255.38,1241.83,2582,-0.67%
1/15/2014,1241.74,1245.1,1245.39,1234.49,2581,-0.27%
1/16/2014,1242.55,1241.49,1245.26,1236.55,2580,0.07%
1/17/2014,1253.82,1242.53,1255.28,1238.05,2579,0.91%
1/20/2014,1254.35,1254.01,1261,1251.32,2578,0.04%
1/21/2014,1241.49,1254.18,1256.24,1236.07,2577,-1.03%
1/22/2014,1236.49,1241.55,1244.14,1236.14,2576,-0.40%
1/23/2014,1264.35,1236.64,1265.8,1231.76,2575,2.25%
1/24/2014,1269.25,1264.67,1273.31,1257.2,2574,0.39%
1/27/2014,1257.07,1268.85,1278.48,1252.16,2573,-0.96%
1/28/2014,1256.55,1257.01,1261.51,1249.36,2572,-0.04%
1/29/2014,1268.4,1256.9,1270.27,1249.65,2571,0.94%
1/30/2014,1243.7,1268.24,1268.53,1238.39,2570,-1.95%
1/31/2014,1243.8,1244.07,1255.51,1238.75,2569,0.01%
2/3/2014,1257.64,1245.14,1266.54,1240.68,2568,1.11%
2/4/2014,1255,1257.99,1260.93,1247.62,2567,-0.21%
2/5/2014,1258.01,1254.86,1273.73,1252.51,2566,0.24%
2/6/2014,1257.64,1258.14,1266.98,1252.88,2565,-0.03%
2/7/2014,1267.06,1257.68,1272.18,1256.22,2564,0.75%
2/10/2014,1274.9,1266.31,1278.31,1265.4,2563,0.62%
2/11/2014,1291.85,1274.79,1293.83,1273.8,2562,1.33%
2/12/2014,1291.25,1292.02,1296.52,1284.4,2561,-0.05%
2/13/2014,1302.7,1291.11,1302.8,1286.14,2560,0.89%
2/14/2014,1318.93,1302.83,1321.34,1299.97,2559,1.25%
2/17/2014,1329.1,1319.15,1330.37,1318.65,2558,0.77%
2/18/2014,1321.6,1329.2,1332.71,1312.95,2557,-0.56%
2/19/2014,1311.8,1321.84,1323.39,1308.93,2556,-0.74%
2/20/2014,1322.89,1311.64,1325.18,1307.85,2555,0.85%
2/21/2014,1323.39,1322.72,1328.79,1316.12,2554,0.04%
2/24/2014,1337,1324.99,1339,1319.11,2553,1.03%
2/25/2014,1340.75,1337,1344.01,1331.72,2552,0.28%
2/26/2014,1330.75,1340.31,1345.4,1322.14,2551,-0.75%
2/27/2014,1331.44,1330.58,1336.48,1323.97,2550,0.05%
2/28/2014,1326.4,1331.67,1333.91,1320.22,2549,-0.38%
3/3/2014,1350.9,1326.5,1355.41,1326.5,2548,1.85%
3/4/2014,1334.9,1350.95,1352.61,1331.54,2547,-1.18%
3/5/2014,1337.39,1334.83,1341.88,1332.58,2546,0.19%
3/6/2014,1351.35,1337.45,1353.37,1331.35,2545,1.04%
3/7/2014,1340.25,1351.21,1352.9,1329.75,2544,-0.82%
3/10/2014,1339.15,1339.27,1345.41,1329.47,2543,-0.08%
3/11/2014,1349.95,1339.35,1353.11,1338,2542,0.81%
3/12/2014,1367.08,1349.39,1371.1,1345.44,2541,1.27%
3/13/2014,1370.6,1367.5,1375.46,1364.65,2540,0.26%
3/14/2014,1382.24,1370.59,1388.4,1368.06,2539,0.85%
3/17/2014,1366.95,1382.07,1392.37,1362.53,2538,-1.11%
3/18/2014,1356.25,1366.8,1367.77,1350.8,2537,-0.78%
3/19/2014,1331.45,1355.95,1360.26,1328,2536,-1.83%
3/20/2014,1328.5,1331.05,1335.21,1320.85,2535,-0.22%
3/21/2014,1334.55,1328.55,1343.04,1328.45,2534,0.46%
3/24/2014,1309.62,1334.74,1334.86,1308.04,2533,-1.87%
3/25/2014,1311.05,1309.6,1317.86,1306.2,2532,0.11%
3/26/2014,1304.1,1311.25,1317.01,1298.9,2531,-0.53%
3/27/2014,1291.14,1304.14,1307.15,1289.3,2530,-0.99%
3/28/2014,1294,1293.64,1299.2,1285.84,2529,0.22%
3/31/2014,1284.25,1294.3,1298.81,1282.65,2528,-0.75%
4/1/2014,1279.15,1283.79,1288.25,1277.44,2527,-0.40%
4/2/2014,1289.8,1279.85,1295.21,1278.65,2526,0.83%
4/3/2014,1287.3,1289.89,1294.2,1281.59,2525,-0.19%
4/4/2014,1302.7,1286.62,1307.09,1284.33,2524,1.20%
4/7/2014,1296.65,1302.9,1304.8,1295.8,2523,-0.46%
4/8/2014,1308.72,1296.29,1314.93,1296.29,2522,0.93%
4/9/2014,1311.9,1308.25,1315.3,1300.94,2521,0.24%
4/10/2014,1318.92,1311.64,1324.9,1310.84,2520,0.54%
4/11/2014,1318.47,1317.94,1324.33,1314.24,2519,-0.03%
4/14/2014,1326.4,1318.94,1331.2,1318.84,2518,0.60%
4/15/2014,1302.65,1326.81,1328.51,1290.95,2517,-1.79%
4/16/2014,1302.8,1302.84,1307.6,1293.59,2516,0.01%
4/17/2014,1294.85,1302.4,1304.8,1293.24,2515,-0.61%
4/18/2014,1293.78,1293.78,1293.78,1293.78,2514,-0.08%
4/21/2014,1290.15,1294.67,1301.51,1282.01,2513,-0.28%
4/22/2014,1283.5,1290.24,1293,1277.6,2512,-0.52%
4/23/2014,1283.9,1283.51,1289.22,1281.05,2511,0.03%
4/24/2014,1293.85,1284.01,1298.51,1268.85,2510,0.77%
4/25/2014,1303.45,1294.01,1305.61,1290.6,2509,0.74%
4/28/2014,1296.1,1303.2,1306.61,1292.3,2508,-0.56%
4/29/2014,1296.48,1296.04,1301.4,1286.49,2507,0.03%
4/30/2014,1291.9,1296.01,1298.01,1285.8,2506,-0.35%
5/1/2014,1284.1,1291.65,1293.21,1277.7,2505,-0.60%
5/2/2014,1300.32,1284.19,1304.9,1277.1,2504,1.26%
5/5/2014,1309.85,1300.74,1315.95,1299.61,2503,0.73%
5/6/2014,1307.65,1309.9,1314.71,1305,2502,-0.17%
5/7/2014,1289.55,1308.01,1315.31,1287,2501,-1.38%
5/8/2014,1289.6,1289.74,1295.3,1285.74,2500,0.00%
5/9/2014,1289.33,1289.5,1294.9,1285.64,2499,-0.02%
5/12/2014,1295.8,1289.2,1304.3,1280.1,2498,0.50%
5/13/2014,1293.35,1295.91,1299.21,1289.25,2497,-0.19%
5/14/2014,1305.6,1294.46,1309.4,1291.79,2496,0.95%
5/15/2014,1296.35,1305.45,1307.35,1291.15,2495,-0.71%
5/16/2014,1293.7,1296.61,1298.76,1287.85,2494,-0.20%
5/19/2014,1291.95,1293.42,1305.25,1289.66,2493,-0.14%
5/20/2014,1294.25,1292.15,1297.05,1286.15,2492,0.18%
5/21/2014,1291.85,1294.15,1296.6,1283.45,2491,-0.19%
5/22/2014,1293.85,1292.04,1303.85,1290.05,2490,0.15%
5/23/2014,1293.11,1294.04,1295.95,1287.99,2489,-0.06%
5/26/2014,1293.05,1292.71,1294.41,1290.91,2488,0.00%
5/27/2014,1263.7,1292.95,1293.7,1263.5,2487,-2.27%
5/28/2014,1258.5,1263.7,1267.69,1256.02,2486,-0.41%
5/29/2014,1256.05,1258.79,1260.5,1251.55,2485,-0.19%
5/30/2014,1251.05,1256,1260.46,1242.35,2484,-0.40%
6/2/2014,1244.35,1250.89,1250.89,1241.04,2483,-0.54%
6/3/2014,1244.65,1244.39,1248.15,1241.06,2482,0.02%
6/4/2014,1243.8,1245.24,1250,1243.5,2481,-0.07%
6/5/2014,1253.6,1243.8,1256.81,1241.21,2480,0.79%
6/6/2014,1252.73,1253.69,1258,1246.31,2479,-0.07%
6/9/2014,1252.08,1253.79,1257.7,1251.76,2478,-0.05%
6/10/2014,1260.8,1252.15,1263.31,1250.21,2477,0.70%
6/11/2014,1260.74,1260.49,1265.5,1258,2476,0.00%
6/12/2014,1273.36,1261.49,1275,1260.05,2475,1.00%
6/13/2014,1277,1273.69,1278.2,1271,2474,0.29%
6/16/2014,1271.6,1277.06,1285.16,1270.51,2473,-0.42%
6/17/2014,1271.5,1271.65,1273.56,1259.16,2472,-0.01%
6/18/2014,1278.4,1271.3,1280,1266.96,2471,0.54%
6/19/2014,1320.1,1278.44,1322.1,1276.01,2470,3.26%
6/20/2014,1314.82,1320.2,1322.4,1306.75,2469,-0.40%
6/23/2014,1318.1,1313.7,1318.61,1309.91,2468,0.25%
6/24/2014,1318.3,1318.54,1326.6,1314.15,2467,0.02%
6/25/2014,1319.5,1318.74,1325.15,1310.8,2466,0.09%
6/26/2014,1317.95,1318.65,1320.15,1306.25,2465,-0.12%
6/27/2014,1315.35,1317.91,1322.31,1312.76,2464,-0.20%
6/30/2014,1327.5,1315.8,1329.41,1310.21,2463,0.92%
7/1/2014,1325.75,1327.15,1332.41,1323.72,2462,-0.13%
7/2/2014,1327.45,1325.58,1332.21,1321.32,2461,0.13%
7/3/2014,1319.8,1327.7,1327.7,1309.95,2460,-0.58%
7/4/2014,1320.55,1320.29,1323.8,1318.8,2459,0.06%
7/7/2014,1320.2,1320.16,1320.3,1311.9,2458,-0.03%
7/8/2014,1318.95,1319.75,1325.35,1313.45,2457,-0.09%
7/9/2014,1326.7,1319.69,1332.69,1318.5,2456,0.59%
7/10/2014,1335.55,1319.34,1345.65,1319.34,2455,0.67%
7/11/2014,1338.15,1335.81,1339.54,1333.87,2454,0.19%
7/14/2014,1307.15,1338.45,1339.71,1303.21,2453,-2.32%
7/15/2014,1294.45,1306.85,1314.25,1292.05,2452,-0.97%
7/16/2014,1299.37,1294.4,1304.4,1292.9,2451,0.38%
7/17/2014,1318.25,1300.24,1324.65,1297.85,2450,1.45%
7/18/2014,1310.9,1318.7,1324.75,1304.57,2449,-0.56%
7/21/2014,1311.9,1311.05,1318.51,1307.01,2448,0.08%
7/22/2014,1307.35,1311.89,1315.2,1301.75,2447,-0.35%
7/23/2014,1304.15,1307.7,1311.31,1302.61,2446,-0.24%
7/24/2014,1293.35,1304.14,1305.35,1287.81,2445,-0.83%
7/25/2014,1308.05,1294,1308.5,1290.16,2444,1.14%
7/28/2014,1304.25,1308.25,1309.46,1301.42,2443,-0.29%
7/29/2014,1298.75,1304.59,1312.75,1295.85,2442,-0.42%
7/30/2014,1295.05,1298.94,1302.76,1291.85,2441,-0.28%
7/31/2014,1282.35,1294.86,1297.56,1281.02,2440,-0.98%
8/1/2014,1294.1,1282.24,1297.2,1280.9,2439,0.92%
8/4/2014,1288.35,1293.98,1295.81,1286.17,2438,-0.44%
8/5/2014,1288,1287.91,1293.66,1282.56,2437,-0.03%
8/6/2014,1306.25,1288.05,1309.86,1287.46,2436,1.42%
8/7/2014,1313.55,1305.89,1314.75,1302.11,2435,0.56%
8/8/2014,1309.6,1313.5,1322.86,1306.16,2434,-0.30%
8/11/2014,1308.1,1309.35,1311.66,1304.96,2433,-0.11%
8/12/2014,1308.6,1307.9,1317.86,1305.46,2432,0.04%
8/13/2014,1312.86,1308.69,1315.6,1304.9,2431,0.33%
8/14/2014,1313.24,1312.86,1319.6,1309.19,2430,0.03%
8/15/2014,1304.6,1312.95,1315.41,1292.61,2429,-0.66%
8/18/2014,1297.46,1303.91,1304.07,1295.72,2428,-0.55%
8/19/2014,1295.5,1297.65,1302.61,1293.96,2427,-0.15%
8/20/2014,1292.15,1295.6,1297.91,1288.04,2426,-0.26%
8/21/2014,1277.25,1291.8,1291.8,1273.32,2425,-1.15%
8/22/2014,1281.23,1276.64,1283.5,1274.49,2424,0.31%
8/25/2014,1276.6,1279.67,1281.06,1274.42,2423,-0.36%
8/26/2014,1280.9,1276.55,1291.06,1275.5,2422,0.34%
8/27/2014,1282.95,1281.09,1288,1280.4,2421,0.16%
8/28/2014,1290,1282.75,1296.76,1283.02,2420,0.55%
8/29/2014,1287.57,1290.29,1291.8,1283.66,2419,-0.19%
9/1/2014,1287.3,1287.05,1290.36,1282.8,2418,-0.02%
9/2/2014,1265.9,1287.59,1288.1,1262.92,2417,-1.66%
9/3/2014,1269.07,1266.14,1271.8,1261.69,2416,0.25%
9/4/2014,1261.1,1268.8,1276.76,1260.26,2415,-0.63%
9/5/2014,1268.85,1260.96,1273.71,1257.16,2414,0.61%
9/8/2014,1255.7,1268.75,1271.85,1251.5,2413,-1.04%
9/9/2014,1256.2,1255.43,1258.25,1247.41,2412,0.04%
9/10/2014,1248.75,1256.19,1258.15,1243.91,2411,-0.59%
9/11/2014,1240.75,1248.68,1250.46,1234.97,2410,-0.64%
9/12/2014,1228.63,1240.59,1242.04,1227.75,2409,-0.98%
9/15/2014,1233,1228.4,1238.56,1225.56,2408,0.36%
9/16/2014,1235.2,1233.1,1242.16,1231.92,2407,0.18%
9/17/2014,1223.25,1234.95,1239.46,1221.67,2406,-0.97%
9/18/2014,1225.45,1223.2,1228.06,1216.27,2405,0.18%
9/19/2014,1216.45,1225.5,1228.86,1213.87,2404,-0.73%
9/22/2014,1215.05,1216.54,1220.7,1208.72,2403,-0.12%
9/23/2014,1222.95,1215.3,1235.06,1214.11,2402,0.65%
9/24/2014,1217.05,1222.81,1226.16,1215.96,2401,-0.48%
9/25/2014,1222.62,1217.02,1224.88,1207.03,2400,0.46%
9/26/2014,1219.51,1222.59,1230.5,1212.54,2399,-0.25%
9/29/2014,1215.95,1219.2,1223.76,1214.78,2398,-0.29%
9/30/2014,1209.24,1216.24,1219.96,1204.9,2397,-0.55%
10/1/2014,1213.65,1209,1219.66,1204.75,2396,0.36%
10/2/2014,1213.5,1213.34,1221.84,1208.69,2395,-0.01%
10/3/2014,1191.2,1213.84,1215.9,1190.14,2394,-1.84%
10/6/2014,1207.15,1191.79,1209.2,1183.96,2393,1.34%
10/7/2014,1209,1207.15,1213.06,1202.91,2392,0.15%
10/8/2014,1221.7,1209.39,1223.84,1205.12,2391,1.05%
10/9/2014,1224.15,1221.84,1233.6,1219.15,2390,0.20%
10/10/2014,1223.48,1224.49,1225.84,1217.6,2389,-0.05%
10/13/2014,1237.15,1223.54,1237.65,1223.34,2388,1.12%
10/14/2014,1232.75,1237.08,1238.3,1231.25,2387,-0.36%
10/15/2014,1241.07,1233.65,1249.8,1222.17,2386,0.67%
10/16/2014,1239.1,1241.67,1245.6,1235.75,2385,-0.16%
10/17/2014,1238.19,1239.69,1242.3,1231.99,2384,-0.07%
10/20/2014,1246.6,1238.54,1248.94,1234.7,2383,0.68%
10/21/2014,1249.3,1246.99,1255.6,1245.4,2382,0.22%
10/22/2014,1241.03,1249.57,1250.08,1240.66,2381,-0.66%
10/23/2014,1232.15,1240.85,1244.96,1226.43,2380,-0.72%
10/24/2014,1231.46,1232.59,1234.7,1229.1,2379,-0.06%
10/27/2014,1225.4,1231.5,1232.26,1225.06,2378,-0.49%
10/28/2014,1228.4,1225.76,1235.81,1222.9,2377,0.24%
10/29/2014,1211.8,1228.21,1230.86,1208.52,2376,-1.35%
10/30/2014,1198.9,1211.5,1216.76,1195.96,2375,-1.06%
10/31/2014,1174.42,1198.91,1203.3,1161.75,2374,-2.04%
11/3/2014,1165.35,1173.76,1174.17,1162.17,2373,-0.77%
11/4/2014,1168.3,1165.55,1174.3,1164,2372,0.25%
11/5/2014,1141.4,1168.19,1169.85,1137.7,2371,-2.30%
11/6/2014,1141.2,1141.45,1149.7,1138.1,2370,-0.02%
11/7/2014,1176.65,1141.2,1178.99,1132.25,2369,3.11%
11/10/2014,1150.6,1179.41,1179.41,1147.45,2368,-2.21%
11/11/2014,1164.8,1150.65,1173.6,1146.32,2367,1.23%
11/12/2014,1160.92,1164.67,1170.37,1157.51,2366,-0.33%
11/13/2014,1161.96,1160.84,1168.12,1154.24,2365,0.09%
11/14/2014,1188.25,1162.09,1193.74,1147.04,2364,2.26%
11/17/2014,1186.55,1188.75,1194.26,1181.62,2363,-0.14%
11/18/2014,1197.55,1186.42,1205,1183.3,2362,0.93%
11/19/2014,1183.3,1197.57,1202.77,1175.97,2361,-1.19%
11/20/2014,1193.75,1183.36,1197.31,1176.87,2360,0.88%
11/21/2014,1201.4,1193.78,1208.01,1186.95,2359,0.64%
11/24/2014,1197.4,1201.53,1204.24,1192.85,2358,-0.33%
11/25/2014,1201.19,1197.55,1203.4,1190.8,2357,0.32%
11/26/2014,1197.9,1200.96,1202.61,1195.02,2356,-0.27%
11/27/2014,1191.75,1198.2,1200.1,1185.95,2355,-0.51%
11/28/2014,1167.35,1190.7,1191.56,1165.35,2354,-2.05%
12/1/2014,1210.9,1167.06,1221.46,1143.38,2353,3.73%
12/2/2014,1199.01,1210.74,1213.05,1192.32,2352,-0.98%
12/3/2014,1209.64,1199.01,1214.95,1194.65,2351,0.89%
12/4/2014,1205.78,1209.7,1213.7,1201.53,2350,-0.32%
12/5/2014,1192.05,1205.7,1208.2,1186.5,2349,-1.14%
12/8/2014,1203.2,1193.09,1208.59,1187.31,2348,0.94%
12/9/2014,1230.85,1203.64,1238.55,1199.45,2347,2.30%
12/10/2014,1226.75,1230.43,1238.25,1224.78,2346,-0.33%
12/11/2014,1227.95,1226.75,1233.2,1216.3,2345,0.10%
12/12/2014,1222.6,1227.99,1228.38,1215.98,2344,-0.44%
12/15/2014,1192.6,1222.25,1224.24,1190.97,2343,-2.45%
12/16/2014,1196.6,1192.59,1221.79,1188.8,2342,0.34%
12/17/2014,1188.7,1196.69,1203.4,1184.23,2341,-0.66%
12/18/2014,1198.4,1188.7,1213.55,1188.65,2340,0.82%
12/19/2014,1195.95,1198.55,1202.1,1193.9,2339,-0.20%
12/22/2014,1175.05,1195.33,1202.18,1170.56,2338,-1.75%
12/23/2014,1175.68,1175.03,1185.49,1172.59,2337,0.05%
12/24/2014,1173.8,1175.7,1181.8,1173.05,2336,-0.16%
12/26/2014,1195.4,1173.45,1199.75,1173.45,2335,1.84%
12/29/2014,1183.1,1195.71,1197.79,1179.35,2334,-1.03%
12/30/2014,1200.24,1183.37,1210.29,1180.89,2333,1.45%
12/31/2014,1183.95,1200.26,1204,1179.55,2332,-1.36%
1/1/2015,1181.97,1183.78,1184.53,1181.97,2331,-0.17%
1/2/2015,1189.18,1182.7,1194.6,1168.75,2330,0.61%
1/5/2015,1204.45,1189.34,1208.15,1183.45,2329,1.28%
1/6/2015,1219.2,1204.85,1223.15,1201.85,2328,1.22%
1/7/2015,1210.8,1219.55,1219.85,1209.2,2327,-0.69%
1/8/2015,1208.98,1210.51,1216.65,1204.67,2326,-0.15%
1/9/2015,1223.4,1209.65,1224,1207.45,2325,1.19%
1/12/2015,1233.64,1223,1236.29,1218.56,2324,0.84%
1/13/2015,1230.88,1233.62,1244.12,1227.53,2323,-0.22%
1/14/2015,1229.95,1230.76,1244.4,1224.95,2322,-0.08%
1/15/2015,1261.64,1229.95,1266.59,1226.18,2321,2.58%
1/16/2015,1280.3,1262.05,1281.99,1255.37,2320,1.48%
1/19/2015,1277.08,1279.67,1281.63,1272.22,2319,-0.25%
1/20/2015,1293.94,1276.54,1297.23,1274.09,2318,1.32%
1/21/2015,1293.44,1293.64,1305.38,1285.59,2317,-0.04%
1/22/2015,1301.73,1293.2,1306.7,1279.55,2316,0.64%
