Date,Price,Open,High,Low,index,Change %
1/23/2015,1294.55,1301.38,1302.9,1284.66,2315,-0.55%
1/26/2015,1281.24,1293.68,1299.14,1276.14,2314,-1.03%
1/27/2015,1292.35,1281.08,1297.77,1272.58,2313,0.87%
1/28/2015,1285.1,1292.35,1294.55,1281.5,2312,-0.56%
1/29/2015,1257.25,1285.35,1286.25,1252.61,2311,-2.17%
1/30/2015,1283.55,1257.61,1285.35,1257.25,2310,2.09%
2/2/2015,1275.44,1281.81,1283.85,1266.93,2309,-0.63%
2/3/2015,1260.2,1275.4,1285.59,1255.7,2308,-1.19%
2/4/2015,1270.05,1260.25,1272.2,1256.85,2307,0.78%
2/5/2015,1264.7,1269.9,1274,1256.52,2306,-0.42%
2/6/2015,1233.72,1264.82,1269.3,1228.75,2305,-2.45%
2/9/2015,1239.68,1235.18,1244.35,1234.54,2304,0.48%
2/10/2015,1234,1239.55,1246,1230.7,2303,-0.46%
2/11/2015,1219.16,1233.75,1239.3,1218.26,2302,-1.20%
2/12/2015,1222.5,1218.73,1232.9,1216.75,2301,0.27%
2/13/2015,1229.7,1222.38,1235.7,1221.01,2300,0.59%
2/16/2015,1231.47,1228.58,1236.88,1228.01,2299,0.14%
2/17/2015,1209.4,1231.05,1234.15,1203.7,2298,-1.79%
2/18/2015,1212.99,1209.41,1212.99,1197.95,2297,0.30%
2/19/2015,1207.45,1212.7,1223.5,1205.4,2296,-0.46%
2/20/2015,1202.39,1207.41,1215.39,1198.43,2295,-0.42%
2/23/2015,1201.92,1201.89,1210.7,1191.51,2294,-0.04%
2/24/2015,1199.89,1201.71,1204.6,1191.3,2293,-0.17%
2/25/2015,1204.8,1199.55,1212.2,1199.5,2292,0.41%
2/26/2015,1209.05,1205.16,1220.75,1203.95,2291,0.35%
2/27/2015,1213.15,1209.45,1219.9,1204.65,2290,0.34%
3/2/2015,1207.1,1213.8,1223.6,1204.6,2289,-0.50%
3/3/2015,1203.8,1207.19,1215.09,1195.39,2288,-0.27%
3/4/2015,1199.85,1203.75,1209.4,1198.25,2287,-0.33%
3/5/2015,1198.6,1199.75,1209.7,1196.4,2286,-0.10%
3/6/2015,1167.21,1198.65,1201.29,1163.94,2285,-2.62%
3/9/2015,1167.3,1168.65,1176.15,1166.15,2284,0.01%
3/10/2015,1161.93,1167.1,1171.35,1156.35,2283,-0.46%
3/11/2015,1154.8,1162.15,1165.95,1147.85,2282,-0.61%
3/12/2015,1153.7,1154.6,1166.7,1148.9,2281,-0.10%
3/13/2015,1159.48,1153.9,1162.55,1151.8,2280,0.50%
3/16/2015,1154.59,1158.5,1164.46,1150.6,2279,-0.42%
3/17/2015,1149.3,1154.55,1159.85,1143.61,2278,-0.46%
3/18/2015,1167.25,1149.25,1174.61,1145.9,2277,1.56%
3/19/2015,1171.3,1167.25,1177.86,1160.06,2276,0.35%
3/20/2015,1182.68,1170.7,1188.3,1168.55,2275,0.97%
3/23/2015,1189.3,1185.96,1192.1,1179.45,2274,0.56%
3/24/2015,1193.13,1189.35,1195.7,1185.25,2273,0.32%
3/25/2015,1195.45,1192.9,1199.9,1186.65,2272,0.19%
3/26/2015,1204.38,1195.55,1219.8,1194.5,2271,0.75%
3/27/2015,1199.3,1204.25,1206.7,1192.91,2270,-0.42%
3/30/2015,1186.2,1198.85,1199.5,1182.55,2269,-1.09%
3/31/2015,1183.5,1185.4,1191.2,1178.45,2268,-0.23%
4/1/2015,1204.1,1183.35,1209,1180.35,2267,1.74%
4/2/2015,1202.59,1204.95,1208.15,1195.75,2266,-0.13%
4/3/2015,1210.9,1201.74,1212.74,1200.11,2265,0.69%
4/6/2015,1214.7,1215.63,1224.5,1213.85,2264,0.31%
4/7/2015,1208.6,1214.69,1215.91,1207.45,2263,-0.50%
4/8/2015,1202.8,1208.85,1212.6,1197.85,2262,-0.48%
4/9/2015,1195.01,1203.07,1203.76,1192.86,2261,-0.65%
4/10/2015,1208.05,1194.3,1211.1,1193.3,2260,1.09%
4/13/2015,1198.85,1207.38,1209.83,1196.81,2259,-0.76%
4/14/2015,1193.58,1199.2,1202.1,1184.18,2258,-0.44%
4/15/2015,1202.05,1193.21,1205.35,1189.38,2257,0.71%
4/16/2015,1197.65,1202.45,1209.6,1195.06,2256,-0.37%
4/17/2015,1204.65,1198.6,1208.1,1197.28,2255,0.58%
4/20/2015,1196.5,1204.9,1209.4,1191.54,2254,-0.68%
4/21/2015,1202.68,1196.81,1204.4,1193.3,2253,0.52%
4/22/2015,1187.3,1202.75,1205.2,1185.73,2252,-1.28%
4/23/2015,1194,1187.56,1198.4,1184.05,2251,0.56%
4/24/2015,1179.38,1194.16,1196.51,1175.24,2250,-1.22%
4/27/2015,1202,1179.76,1207.46,1178.75,2249,1.92%
4/28/2015,1212.1,1202.75,1215.5,1199.3,2248,0.84%
4/29/2015,1204.8,1212.1,1213.7,1201.63,2247,-0.60%
4/30/2015,1184.37,1205.18,1207.52,1177.32,2246,-1.70%
5/1/2015,1178.5,1184.56,1185.26,1170.6,2245,-0.50%
5/4/2015,1188.25,1178.95,1193.45,1177.88,2244,0.83%
5/5/2015,1193.33,1188.56,1200.1,1185.9,2243,0.43%
5/6/2015,1191.8,1193.19,1197.9,1188.3,2242,-0.13%
5/7/2015,1184.8,1191.8,1193.3,1179.16,2241,-0.59%
5/8/2015,1188.15,1184.66,1193.61,1182.13,2240,0.28%
5/11/2015,1184.2,1188.95,1192.1,1179.5,2239,-0.33%
5/12/2015,1193.5,1183.8,1197,1181.05,2238,0.79%
5/13/2015,1215.73,1193.45,1219.3,1191.3,2237,1.86%
5/14/2015,1221.52,1215.71,1227.44,1212.05,2236,0.48%
5/15/2015,1223.85,1221.76,1226.75,1211.55,2235,0.19%
5/18/2015,1225.74,1223.3,1232.7,1221.5,2234,0.15%
5/19/2015,1207.51,1225.27,1225.57,1205.56,2233,-1.49%
5/20/2015,1209.28,1208.01,1213.47,1203.02,2232,0.15%
5/21/2015,1206.45,1210.11,1212.95,1201.91,2231,-0.23%
5/22/2015,1206.38,1206.75,1215.2,1201.7,2230,-0.01%
5/25/2015,1207.17,1205.12,1208.97,1202.92,2229,0.07%
5/26/2015,1187.3,1207.3,1208,1186.1,2228,-1.65%
5/27/2015,1188.15,1187.44,1191.55,1184.51,2227,0.07%
5/28/2015,1188.45,1188.21,1192.75,1181.3,2226,0.03%
5/29/2015,1190.5,1188.65,1193.81,1187.08,2225,0.17%
6/1/2015,1189.15,1191,1204.81,1184.6,2224,-0.11%
6/2/2015,1193.38,1188.95,1196.12,1185.48,2223,0.36%
6/3/2015,1185.5,1193.86,1195.81,1180.18,2222,-0.66%
6/4/2015,1176.26,1185.51,1186.41,1172.76,2221,-0.78%
6/5/2015,1172,1177.24,1179.35,1163.1,2220,-0.36%
6/8/2015,1173.95,1169.45,1178.1,1169.2,2219,0.17%
6/9/2015,1176.7,1174.36,1183.4,1172.75,2218,0.23%
6/10/2015,1186.48,1176.75,1192.6,1175.35,2217,0.83%
6/11/2015,1182.3,1186.61,1188.21,1176.16,2216,-0.35%
6/12/2015,1180.8,1182.01,1184.7,1176.93,2215,-0.13%
6/15/2015,1186.4,1181.5,1190.8,1173.02,2214,0.47%
6/16/2015,1181.86,1186.06,1188.11,1176.13,2213,-0.38%
6/17/2015,1185.45,1181.9,1189.4,1174.48,2212,0.30%
6/18/2015,1201.42,1185.26,1206,1183.81,2211,1.35%
6/19/2015,1200.51,1202.36,1204.75,1198.7,2210,-0.08%
6/22/2015,1185.45,1200.61,1201.5,1182.65,2209,-1.25%
6/23/2015,1178.44,1185.86,1188.7,1176.32,2208,-0.59%
6/24/2015,1175.2,1178.25,1180.3,1171.43,2207,-0.27%
6/25/2015,1173.33,1175.29,1178.7,1171.52,2206,-0.16%
6/26/2015,1175.07,1173.35,1179.09,1168.74,2205,0.15%
6/29/2015,1180.36,1184.96,1187.32,1173.99,2204,0.45%
6/30/2015,1172.6,1180.06,1180.8,1166.75,2203,-0.66%
7/1/2015,1168.8,1172.7,1175.3,1167.43,2202,-0.32%
7/2/2015,1166.15,1168.8,1169.11,1157.25,2201,-0.23%
7/3/2015,1167.94,1166.29,1170.5,1164.96,2200,0.15%
7/6/2015,1170.15,1173.3,1175.2,1163.3,2199,0.19%
7/7/2015,1155.55,1170.5,1170.65,1148.45,2198,-1.25%
7/8/2015,1158.28,1155.18,1165.03,1147.18,2197,0.24%
7/9/2015,1159.65,1158.62,1167.46,1156.2,2196,0.12%
7/10/2015,1163.96,1159.75,1165.5,1157.9,2195,0.37%
7/13/2015,1158,1163.3,1164.6,1151.18,2194,-0.51%
7/14/2015,1155.53,1158.06,1159.96,1153.04,2193,-0.21%
7/15/2015,1149.65,1155.9,1156.96,1143.83,2192,-0.51%
7/16/2015,1145.15,1148.86,1149.9,1142.6,2191,-0.39%
7/17/2015,1134.1,1145.61,1146.1,1131.2,2190,-0.96%
7/20/2015,1096.95,1133.35,1133.35,1088.45,2189,-3.28%
7/21/2015,1101.41,1098.55,1109.87,1097.05,2188,0.41%
7/22/2015,1093.45,1101.06,1103.56,1087.39,2187,-0.72%
7/23/2015,1090.8,1094.5,1106,1087.01,2186,-0.24%
7/24/2015,1099.1,1090.85,1102.35,1077.75,2185,0.76%
7/27/2015,1094.42,1099.55,1105.3,1089.19,2184,-0.43%
7/28/2015,1095.35,1094.31,1099,1091.4,2183,0.08%
7/29/2015,1096.69,1095.48,1101.85,1090.21,2182,0.12%
7/30/2015,1088.99,1097.76,1099.82,1083.36,2181,-0.70%
7/31/2015,1095.65,1088.66,1103.38,1079.75,2180,0.61%
8/3/2015,1086.5,1095.61,1098.15,1085.92,2179,-0.84%
8/4/2015,1087.45,1086.18,1095.05,1081.05,2178,0.09%
8/5/2015,1085.05,1087.59,1092.16,1082.85,2177,-0.22%
8/6/2015,1089.41,1084.9,1094.3,1083.6,2176,0.40%
8/7/2015,1094.2,1089.4,1099.9,1083.16,2175,0.44%
8/10/2015,1104.51,1094.39,1109.2,1089.8,2174,0.94%
8/11/2015,1109.01,1104.41,1119.4,1093.65,2173,0.41%
8/12/2015,1125.3,1108.91,1125.8,1101.75,2172,1.47%
8/13/2015,1115.05,1125.46,1126.71,1113.42,2171,-0.91%
8/14/2015,1114.11,1115.16,1121.4,1111.81,2170,-0.08%
8/17/2015,1117.66,1114.35,1123.05,1113.7,2169,0.32%
8/18/2015,1118.01,1117.91,1121.6,1109.55,2168,0.03%
8/19/2015,1134.46,1118.01,1134.66,1116.35,2167,1.47%
8/20/2015,1153.16,1133.95,1154.5,1132.81,2166,1.65%
8/21/2015,1161.05,1153.91,1168.8,1148.85,2165,0.68%
8/24/2015,1155.05,1162.35,1167.9,1146.75,2164,-0.52%
8/25/2015,1140.65,1155.45,1157.2,1134.9,2163,-1.25%
8/26/2015,1125.55,1141.15,1147,1117.75,2162,-1.32%
8/27/2015,1125.71,1125.65,1129.8,1118.15,2161,0.01%
8/28/2015,1133.96,1125.8,1141.2,1123.7,2160,0.73%
8/31/2015,1134.5,1133.25,1136.8,1125.96,2159,0.05%
9/1/2015,1140.11,1135.01,1147.57,1134.51,2158,0.49%
9/2/2015,1134.05,1139.49,1143,1132.31,2157,-0.53%
9/3/2015,1125.25,1134.01,1134.5,1121.75,2156,-0.78%
9/4/2015,1123,1125.25,1130.2,1117.15,2155,-0.20%
9/7/2015,1119.47,1123.22,1124.88,1116.58,2154,-0.31%
9/8/2015,1121.8,1119.3,1126.8,1118.45,2153,0.21%
9/9/2015,1106.1,1121.96,1125.8,1101.51,2152,-1.40%
9/10/2015,1111.55,1106.81,1115.3,1104,2151,0.49%
9/11/2015,1107.9,1111.56,1113.4,1098.75,2150,-0.33%
9/14/2015,1108.8,1107.8,1110.7,1103.4,2149,0.08%
9/15/2015,1105.4,1108.19,1109.8,1102.91,2148,-0.31%
9/16/2015,1119.55,1105.5,1124.7,1103.95,2147,1.28%
9/17/2015,1131.4,1118.89,1133.4,1115.4,2146,1.06%
9/18/2015,1139.4,1130.85,1141.9,1127.3,2145,0.71%
9/21/2015,1133.3,1139.4,1140.1,1130,2144,-0.54%
9/22/2015,1124.8,1133.16,1136.6,1121.18,2143,-0.75%
9/23/2015,1130.4,1124.1,1134.4,1121.75,2142,0.50%
9/24/2015,1154.01,1130.61,1156.7,1130.45,2141,2.09%
9/25/2015,1146.24,1150.97,1151.18,1140.84,2140,-0.67%
9/28/2015,1132.05,1145.8,1148.3,1128.1,2139,-1.24%
9/29/2015,1127.46,1132.25,1134.9,1124.35,2138,-0.41%
9/30/2015,1115,1127.46,1128.2,1112,2137,-1.11%
10/1/2015,1113.55,1115.14,1119.29,1111.13,2136,-0.13%
10/2/2015,1138.14,1114.08,1141.9,1104.52,2135,2.21%
10/5/2015,1135.75,1137.71,1141.95,1129.73,2134,-0.21%
10/6/2015,1147.11,1135.65,1151.61,1135.11,2133,1.00%
10/7/2015,1145.4,1146.96,1153.7,1141.96,2132,-0.15%
10/8/2015,1138.96,1145.49,1151.6,1136.9,2131,-0.56%
10/9/2015,1157.53,1139.1,1160.2,1138.8,2130,1.63%
10/12/2015,1164,1155.71,1169.4,1154.9,2129,0.56%
10/13/2015,1168.8,1163.55,1169,1151.56,2128,0.41%
10/14/2015,1185.19,1168.59,1190.38,1164.05,2127,1.40%
10/15/2015,1183.11,1184.1,1191.04,1176.37,2126,-0.18%
10/16/2015,1177.2,1182.21,1184.5,1174.25,2125,-0.50%
10/19/2015,1170.45,1176,1177.9,1168.25,2124,-0.57%
10/20/2015,1176.11,1171,1180.7,1167.15,2123,0.48%
10/21/2015,1167.1,1175.81,1179.6,1163.9,2122,-0.77%
10/22/2015,1166.05,1167.06,1172.2,1162.9,2121,-0.09%
10/23/2015,1164.26,1165.61,1179.8,1159.16,2120,-0.15%
10/26/2015,1163.2,1164.45,1169.6,1162.3,2119,-0.09%
10/27/2015,1166.95,1162.96,1168.9,1160.91,2118,0.32%
10/28/2015,1156.1,1166.75,1182.9,1152.4,2117,-0.93%
10/29/2015,1145.91,1156.09,1162.76,1144.6,2116,-0.88%
10/30/2015,1142.38,1148.04,1150.47,1139.48,2115,-0.31%
11/2/2015,1133.75,1141.49,1143.01,1132.75,2114,-0.76%
11/3/2015,1117.6,1133.6,1138.3,1114.48,2113,-1.42%
11/4/2015,1107.44,1117.63,1122.85,1106.38,2112,-0.91%
11/5/2015,1103.95,1107.56,1111.61,1102.75,2111,-0.32%
11/6/2015,1088.64,1103.89,1110.68,1085.29,2110,-1.39%
11/9/2015,1092.1,1089.94,1095.88,1088.34,2109,0.32%
11/10/2015,1089.91,1092.01,1094.9,1085.45,2108,-0.20%
11/11/2015,1086.14,1089.85,1093.69,1084.04,2107,-0.35%
11/12/2015,1085.05,1086.26,1089.6,1074.66,2106,-0.10%
11/13/2015,1083.64,1085.05,1088.29,1080.04,2105,-0.13%
11/16/2015,1082.85,1088.14,1098.29,1081.32,2104,-0.07%
11/17/2015,1070.37,1082.86,1084.82,1065.59,2103,-1.15%
11/18/2015,1071.14,1070.3,1073.18,1065.34,2102,0.07%
11/19/2015,1082.4,1071.15,1086.5,1069.75,2101,1.05%
11/20/2015,1078.1,1082.3,1087.8,1075.68,2100,-0.40%
11/23/2015,1069.34,1077.01,1077.01,1067,2099,-0.81%
11/24/2015,1075.49,1069.24,1080.89,1068.99,2098,0.58%
11/25/2015,1071.39,1075.55,1080.85,1067.75,2097,-0.38%
11/26/2015,1072.25,1071.91,1075.46,1070.35,2096,0.08%
11/27/2015,1058.81,1071.59,1073.9,1052.86,2095,-1.25%
11/30/2015,1064.42,1057.8,1068.9,1053.1,2094,0.53%
12/1/2015,1069.49,1064.55,1074.72,1063.38,2093,0.48%
12/2/2015,1053.69,1069.49,1071.55,1050.63,2092,-1.48%
12/3/2015,1062.57,1053.71,1065.8,1046.25,2091,0.84%
12/4/2015,1086.99,1062.39,1089.09,1058.14,2090,2.30%
12/7/2015,1070.39,1086.01,1087,1070.06,2089,-1.53%
12/8/2015,1074.69,1070.49,1078.85,1067.63,2088,0.40%
12/9/2015,1073.21,1074.74,1085.6,1069.59,2087,-0.14%
12/10/2015,1071.54,1073.21,1076.46,1069.7,2086,-0.16%
12/11/2015,1074.89,1071.6,1079.98,1062.38,2085,0.31%
12/14/2015,1062.9,1073.69,1077.7,1062.77,2084,-1.12%
12/15/2015,1060.74,1062.89,1068.89,1059.59,2083,-0.20%
12/16/2015,1072.94,1060.73,1078.59,1060.64,2082,1.15%
12/17/2015,1051.74,1072.85,1073.09,1047.64,2081,-1.98%
12/18/2015,1066.19,1051.72,1070.79,1051.05,2080,1.37%
12/21/2015,1078.44,1065.94,1081.88,1063.88,2079,1.15%
12/22/2015,1072.36,1078.41,1081,1071.85,2078,-0.56%
12/23/2015,1070.35,1072.21,1075.75,1068.25,2077,-0.19%
12/24/2015,1075.88,1070.9,1077.85,1070.05,2076,0.52%
12/25/2015,1075.88,1075.88,1075.88,1075.88,2075,0.00%
12/28/2015,1069.05,1076,1077.15,1066.3,2074,-0.63%
12/29/2015,1068.99,1069.2,1075.79,1067.29,2073,-0.01%
12/30/2015,1061.45,1069.38,1072.85,1059.55,2072,-0.71%
12/31/2015,1061.3,1061.38,1063.68,1058.38,2071,-0.01%
1/1/2016,1060.74,1061.21,1061.41,1060.74,2070,-0.05%
1/4/2016,1074.7,1065.36,1083.7,1061.9,2069,1.32%
1/5/2016,1077.66,1074.66,1082.3,1072.7,2068,0.28%
1/6/2016,1094.45,1077.55,1095.45,1074.7,2067,1.56%
1/7/2016,1109.25,1094.45,1110.2,1091.09,2066,1.35%
1/8/2016,1104.24,1109.45,1112.4,1093.93,2065,-0.45%
1/11/2016,1094.26,1104.19,1108.51,1093.91,2064,-0.90%
1/12/2016,1087.05,1094.3,1099.54,1083.61,2063,-0.66%
1/13/2016,1093.49,1087.29,1095.68,1079.64,2062,0.59%
1/14/2016,1078,1093.52,1095.36,1071.4,2061,-1.42%
1/15/2016,1089.1,1077.94,1097.59,1076.18,2060,1.03%
1/18/2016,1088.9,1089.51,1093.26,1087.25,2059,-0.02%
1/19/2016,1087.12,1088.84,1094.7,1082.95,2058,-0.16%
1/20/2016,1101.02,1087.1,1109.6,1086.73,2057,1.28%
1/21/2016,1101.6,1101.04,1104.98,1092.54,2056,0.05%
1/22/2016,1098.3,1101.6,1102.98,1093.98,2055,-0.30%
1/25/2016,1108.05,1097.85,1109.05,1097.35,2054,0.89%
1/26/2016,1120.57,1108.02,1123.3,1107.17,2053,1.13%
1/27/2016,1125.59,1120.36,1128.2,1114.9,2052,0.45%
1/28/2016,1115.14,1125.57,1126.01,1111.96,2051,-0.93%
1/29/2016,1118.04,1115.16,1118.5,1108.9,2050,0.26%
2/1/2016,1128.85,1117.88,1130.09,1116.24,2049,0.97%
2/2/2016,1129.12,1128.82,1130.7,1122.44,2048,0.02%
2/3/2016,1142.93,1129.16,1146,1124.35,2047,1.22%
2/4/2016,1155.74,1142.95,1157.59,1139.43,2046,1.12%
2/5/2016,1173.69,1155.74,1174.9,1145.36,2045,1.55%
2/8/2016,1191.14,1170.89,1200.98,1164.09,2044,1.49%
2/9/2016,1188.85,1191.14,1199.29,1185.48,2043,-0.19%
2/10/2016,1197.49,1188.95,1197.74,1181.29,2042,0.73%
2/11/2016,1246.89,1197.44,1260.98,1196.21,2041,4.13%
2/12/2016,1238.05,1246.94,1249.05,1232.23,2040,-0.71%
2/15/2016,1209.95,1232.81,1234.82,1202.3,2039,-2.27%
2/16/2016,1200.35,1209.32,1217.18,1190.79,2038,-0.79%
2/17/2016,1209.14,1200.19,1213.88,1195.79,2037,0.73%
2/18/2016,1232.35,1209.16,1239.9,1200.75,2036,1.92%
2/19/2016,1228.19,1233.12,1234.79,1219.79,2035,-0.34%
2/22/2016,1208.74,1226.14,1226.35,1202.02,2034,-1.58%
2/23/2016,1227.46,1208.76,1227.56,1207.2,2033,1.55%
2/24/2016,1229.35,1227.39,1253.3,1221.93,2032,0.15%
2/25/2016,1234.64,1229.44,1243.09,1221.18,2031,0.43%
2/26/2016,1222.6,1234.44,1240.05,1211.59,2030,-0.98%
2/29/2016,1238.14,1222.73,1241.29,1217.98,2029,1.27%
3/1/2016,1232.26,1238.19,1249,1227.44,2028,-0.47%
3/2/2016,1240.3,1232.35,1244.29,1224.48,2027,0.65%
3/3/2016,1263.69,1240.3,1267.44,1237.34,2026,1.89%
3/4/2016,1259.44,1263.89,1279.98,1250.29,2025,-0.34%
3/7/2016,1267.39,1259.48,1273.29,1256.68,2024,0.63%
3/8/2016,1261.1,1267.49,1278.19,1260.04,2023,-0.50%
3/9/2016,1252.94,1261.3,1264.99,1243.87,2022,-0.65%
3/10/2016,1271.44,1252.89,1273.79,1237.44,2021,1.48%
3/11/2016,1248.44,1271.44,1282.89,1248.44,2020,-1.81%
3/14/2016,1235.28,1250.98,1261.09,1229.28,2019,-1.05%
3/15/2016,1232.38,1234.68,1237.58,1226.08,2018,-0.23%
3/16/2016,1263.08,1232.84,1264.38,1227.24,2017,2.49%
3/17/2016,1257.9,1261.7,1271.65,1254.65,2016,-0.41%
3/18/2016,1255.3,1258.16,1267.22,1248.3,2015,-0.21%
3/21/2016,1243.74,1254.7,1256.12,1240.76,2014,-0.92%
3/22/2016,1248.38,1244.22,1259.97,1242.47,2013,0.37%
3/23/2016,1220.17,1248.18,1249.47,1215.47,2012,-2.26%
3/24/2016,1216.99,1221.2,1224.4,1213.01,2011,-0.26%
3/25/2016,1216.47,1216.47,1216.47,1216.47,2010,-0.04%
3/28/2016,1221.05,1214.51,1222.96,1208.55,2009,0.38%
3/29/2016,1242.55,1221.4,1243.65,1215.65,2008,1.76%
3/30/2016,1224.85,1241.3,1243.3,1223.33,2007,-1.42%
3/31/2016,1232.7,1226.06,1240.05,1224.81,2006,0.64%
4/1/2016,1222.49,1232.68,1235.36,1208.84,2005,-0.83%
4/4/2016,1215.4,1220.35,1223.35,1214.7,2004,-0.58%
4/5/2016,1231.14,1215.31,1237.05,1214.9,2003,1.30%
4/6/2016,1222.35,1231.86,1232.41,1217.2,2002,-0.71%
4/7/2016,1240.69,1223.16,1243.9,1222.7,2001,1.50%
4/8/2016,1240.39,1240.18,1243.18,1229.62,2000,-0.02%
4/11/2016,1257.95,1239.79,1259.1,1239.79,1999,1.42%
4/12/2016,1255.94,1259.05,1262.98,1251.29,1998,-0.16%
4/13/2016,1243.14,1255.88,1257.18,1240.24,1997,-1.02%
4/14/2016,1227.39,1242.05,1244.38,1223.79,1996,-1.27%
4/15/2016,1234.05,1227.55,1236.29,1225.29,1995,0.54%
4/18/2016,1231.55,1234.1,1242,1230.16,1994,-0.20%
4/19/2016,1250.5,1232.46,1257.2,1227.7,1993,1.54%
4/20/2016,1244.05,1251,1258.75,1242.6,1992,-0.52%
4/21/2016,1248.85,1243.49,1270.48,1242.88,1991,0.39%
4/22/2016,1232.3,1247.44,1252.98,1227.35,1990,-1.33%
4/25/2016,1237.9,1232.1,1242.3,1230.1,1989,0.45%
4/26/2016,1243.44,1238.57,1245.15,1231.95,1988,0.45%
4/27/2016,1246.1,1242.6,1251.3,1240.66,1987,0.21%
4/28/2016,1266.48,1245.66,1270.1,1238.05,1986,1.64%
4/29/2016,1293.74,1266.27,1296.49,1265.14,1985,2.15%
5/2/2016,1291.6,1293.69,1303.98,1287.48,1984,-0.17%
5/3/2016,1286,1291.76,1302.4,1282.46,1983,-0.43%
5/4/2016,1279.49,1285.99,1289.68,1271.64,1982,-0.51%
5/5/2016,1278.05,1279.85,1286.38,1269.24,1981,-0.11%
5/6/2016,1288.7,1278.5,1296.1,1274.4,1980,0.83%
5/9/2016,1263.85,1284.93,1287.98,1261.09,1979,-1.93%
5/10/2016,1266.4,1264.11,1269.5,1257.65,1978,0.20%
5/11/2016,1277.69,1265.73,1279.18,1264.79,1977,0.89%
5/12/2016,1263.49,1277.8,1280.99,1263.49,1976,-1.11%
5/13/2016,1273.6,1263.61,1276.6,1263.51,1975,0.80%
5/16/2016,1273.86,1272.51,1288.6,1271.33,1974,0.02%
5/17/2016,1280,1274.06,1282.5,1269.5,1973,0.48%
5/18/2016,1258.3,1279.71,1281.51,1255.05,1972,-1.70%
5/19/2016,1255.1,1258.6,1261.92,1245,1971,-0.25%
5/20/2016,1252.3,1255.24,1259.98,1248.7,1970,-0.22%
5/23/2016,1249.24,1251.41,1256.36,1243.39,1969,-0.24%
5/24/2016,1227,1249.21,1251.26,1226.53,1968,-1.78%
5/25/2016,1224.18,1227,1230.21,1217.65,1967,-0.23%
5/26/2016,1220.15,1223.4,1234.01,1218.55,1966,-0.33%
5/27/2016,1212.4,1219.86,1223.7,1206.7,1965,-0.64%
5/30/2016,1205.58,1213.38,1213.83,1199.97,1964,-0.56%
5/31/2016,1215.24,1206.45,1218.86,1206.2,1963,0.80%
6/1/2016,1213.35,1216.4,1221.25,1206.5,1962,-0.16%
6/2/2016,1210.95,1213.62,1218.05,1209.99,1961,-0.20%
6/3/2016,1244.49,1211.16,1244.91,1207.01,1960,2.77%
6/6/2016,1245.24,1242.79,1248.79,1239.93,1959,0.06%
6/7/2016,1243.85,1245.56,1246.66,1234.9,1958,-0.11%
6/8/2016,1262.14,1244.64,1264.19,1243.09,1957,1.47%
6/9/2016,1269.15,1262.55,1272.06,1257.56,1956,0.56%
6/10/2016,1274.2,1269.41,1278.1,1264.47,1955,0.40%
6/13/2016,1284.05,1274.05,1287.4,1272.7,1954,0.77%
6/14/2016,1285.85,1283.39,1290.18,1276.38,1953,0.14%
6/15/2016,1291.49,1285.14,1297.09,1278.43,1952,0.44%
6/16/2016,1279.14,1293.51,1316.11,1278.77,1951,-0.96%
6/17/2016,1298.6,1279.35,1299.88,1277.19,1950,1.52%
6/20/2016,1290.15,1285.8,1292.36,1277.74,1949,-0.65%
6/21/2016,1268.44,1288.68,1294.38,1264.48,1948,-1.68%
6/22/2016,1266.31,1268.45,1271,1261.41,1947,-0.17%
6/23/2016,1255.65,1264.31,1271.65,1255.46,1946,-0.84%
6/24/2016,1315.98,1253.86,1358.7,1251.66,1945,4.80%
6/27/2016,1324.8,1326.26,1335.7,1317.85,1944,0.67%
6/28/2016,1312.51,1324.45,1326.39,1305.62,1943,-0.93%
6/29/2016,1318.89,1312.39,1328.23,1311.29,1942,0.49%
6/30/2016,1322.18,1317.71,1324.11,1312.95,1941,0.25%
7/1/2016,1342.3,1323.38,1344.6,1320.88,1940,1.52%
7/4/2016,1350.78,1342.58,1357.97,1338.34,1939,0.63%
7/5/2016,1356.14,1351.15,1357.71,1338.43,1938,0.40%
7/6/2016,1363.89,1356.74,1375.3,1356.23,1937,0.57%
7/7/2016,1360.6,1363.56,1370.26,1350.8,1936,-0.24%
7/8/2016,1366.8,1359.21,1369.09,1336.08,1935,0.46%
7/11/2016,1355.25,1368.71,1375.11,1351.2,1934,-0.85%
7/12/2016,1331.65,1355.16,1358.2,1330.15,1933,-1.74%
7/13/2016,1342.85,1332.4,1345.6,1327.7,1932,0.84%
7/14/2016,1335.1,1344.01,1347.1,1320.22,1931,-0.58%
7/15/2016,1337.85,1336.31,1338.9,1322.55,1930,0.21%
7/18/2016,1328.79,1332.81,1335.7,1323.84,1929,-0.68%
7/19/2016,1332.13,1328.51,1335.29,1325.61,1928,0.25%
7/20/2016,1315.95,1331.81,1336.34,1312.49,1927,-1.21%
7/21/2016,1331.09,1316.31,1334.38,1310.95,1926,1.15%
7/22/2016,1322.38,1330.94,1334.22,1319.58,1925,-0.65%
7/25/2016,1315.56,1322.59,1324.12,1312.43,1924,-0.52%
7/26/2016,1320.32,1315.59,1325.08,1313.83,1923,0.36%
7/27/2016,1339.86,1320.04,1342.62,1315.74,1922,1.48%
7/28/2016,1335.79,1339.38,1345.53,1332.23,1921,-0.30%
